File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
117.py,20,16,16,6,3,91.05712986496222,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
148.py,22,14,14,4,4,88.50126026044049,4,8,12,5,10,15,12,53.77443751081735,2.5,134.43609377704337,0.017924812503605784,7.468671876502409
62.py,13,6,5,0,2,92.55890207101166,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
134.py,16,11,11,7,5,93.43796626058351,3,9,12,6,10,16,12,57.359400011538504,1.6666666666666667,95.59900001923084,0.01911980000384617,5.311055556623936
42.py,2,2,2,0,2,88.42299174457497,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
138.py,14,11,11,4,4,92.47953218553636,4,7,11,5,10,15,11,51.89147427955947,2.857142857142857,148.26135508445563,0.01729715809318649,8.236741949136423
24.py,9,5,5,2,3,100.0,4,5,9,4,7,11,9,34.86917501586544,2.8,97.63369004442322,0.011623058338621813,5.424093891356845
144.py,13,8,8,4,1,99.21993498486088,2,6,8,3,6,9,8,27.0,1.0,27.0,0.009,1.5
120.py,17,13,12,4,1,91.86614141909885,1,5,6,7,7,14,6,36.18947501009619,0.7,25.33263250706733,0.012063158336698729,1.4073684726148517
114.py,17,11,11,3,3,91.89662296024306,3,6,9,5,6,11,9,34.86917501586544,1.5,52.303762523798156,0.011623058338621813,2.905764584655453
0.py,21,10,9,3,4,91.36784652090697,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
17.py,15,8,7,1,2,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32.py,31,19,16,0,7,85.04777557692316,6,15,21,12,20,32,21,140.55415752892034,4.0,562.2166301156814,0.04685138584297345,31.234257228648964
101.py,10,5,5,3,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41.py,15,3,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35.py,3,3,2,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90.py,14,10,10,5,2,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
