File Name,LOC,LLOC,SLOC,Comments,Cyclomatic Complexity,Maintainability Index,h1,h2,h,N1,N2,N,Vocabulary,Volume,Difficulty,Effort,Bugs,Time
32.py,21,13,13,0,6,60.28663840932187,6,13,19,11,19,30,19,127.43782540330756,4.384615384615385,558.7658498452716,0.042479275134435855,31.042547213626204
154.py,6,7,6,0,3,72.82491762469213,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
123.py,12,10,10,0,5,63.70525388614926,6,9,15,8,16,24,15,93.76537429460444,5.333333333333333,500.08199623789034,0.03125512476486815,27.78233312432724
113.py,7,6,7,0,4,74.15078956223692,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
68.py,7,7,7,0,4,71.36279278800855,3,5,8,3,5,8,8,24.0,1.5,36.0,0.008,2.0
114.py,12,9,9,0,3,71.3248044092224,2,3,5,2,3,5,5,11.60964047443681,1.0,11.60964047443681,0.0038698801581456034,0.6449800263576005
78.py,8,7,7,0,3,72.82491762469213,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
77.py,2,2,2,0,2,80.30936963988414,5,9,14,6,12,18,14,68.53238859703687,3.3333333333333335,228.44129532345625,0.022844129532345624,12.691183073525346
54.py,2,2,2,0,1,88.5574946685516,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
11.py,11,9,9,0,3,68.96007710115393,2,5,7,3,6,9,7,25.26619429851844,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624
163.py,2,2,2,0,6,79.48561948903085,4,8,12,7,14,21,12,75.28421251514429,3.5,263.494743803005,0.025094737505048096,14.638596877944723
9.py,12,8,8,0,3,72.44064369438814,2,3,5,2,3,5,5,11.60964047443681,1.0,11.60964047443681,0.0038698801581456034,0.6449800263576005
134.py,7,7,7,0,4,70.37425567217595,4,6,10,4,6,10,10,33.219280948873624,2.0,66.43856189774725,0.01107309364962454,3.691031216541514
130.py,7,7,7,0,3,69.15743208397062,4,9,13,5,9,14,13,51.80615605397529,2.0,103.61231210795059,0.01726871868465843,5.75623956155281
62.py,9,7,7,0,3,72.82491762469213,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
103.py,9,7,7,0,2,70.49585902760771,4,5,9,4,7,11,9,34.86917501586544,2.8,97.63369004442322,0.011623058338621813,5.424093891356845
45.py,2,2,2,0,1,85.28853641650139,1,4,5,2,4,6,5,13.931568569324174,0.5,6.965784284662087,0.004643856189774725,0.3869880158145604
59.py,13,10,10,3,3,92.54508092084679,5,4,9,5,10,15,9,47.548875021634686,6.25,297.1804688852168,0.01584962500721156,16.51002604917871
71.py,7,7,7,0,4,64.09023354795119,8,21,29,18,36,54,29,262.33097373688895,6.857142857142857,1798.8409627672384,0.08744365791229632,99.93560904262435
143.py,15,13,13,0,1,63.35205307349519,5,8,13,5,10,15,13,55.506595772116384,3.125,173.4581117878637,0.01850219859070546,9.636561765992427
155.py,15,12,12,0,4,63.152415511496784,5,8,13,6,12,18,13,66.60791492653966,3.75,249.77968097452373,0.022202638308846556,13.876648943029096
75.py,19,17,17,0,2,56.3931319371963,8,25,33,15,30,45,33,226.9977353711304,4.8,1089.589129781426,0.07566591179037681,60.532729432301444
6.py,21,16,16,1,5,75.7958771856356,3,6,9,5,10,15,9,47.548875021634686,2.5,118.87218755408671,0.01584962500721156,6.604010419671484
26.py,5,3,3,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
87.py,11,11,9,0,4,72.00374081225775,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
28.py,6,3,3,0,1,100.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
90.py,6,6,6,2,2,100.0,1,2,3,1,2,3,3,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297
13.py,4,4,4,0,2,78.58737599248319,2,3,5,2,4,6,5,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609
151.py,4,3,4,0,6,75.31988287511489,6,8,14,7,15,22,14,83.76180828526728,5.625,471.16017160462843,0.02792060276175576,26.175565089146023
141.py,20,13,13,0,8,61.61938981885358,5,11,16,7,11,18,16,72.0,2.5,180.0,0.024,10.0
20.py,15,11,11,0,3,65.98233807058165,2,6,8,4,8,12,8,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665
64.py,9,9,9,0,5,65.44083133932145,6,11,17,6,12,18,17,73.57433114250613,3.272727272727273,240.78872010274733,0.02452477704750204,13.377151116819297
120.py,3,4,3,0,2,79.59566600367761,2,2,4,2,3,5,4,10.0,1.5,15.0,0.0033333333333333335,0.8333333333333334
144.py,23,16,17,0,1,60.05926251912295,4,13,17,7,14,21,17,85.83671966625714,2.1538461538461537,184.87908851193845,0.02861223988875238,10.27106047288547
74.py,10,9,9,0,5,71.66251269972858,1,2,3,2,4,6,3,9.509775004326938,1.0,9.509775004326938,0.003169925001442313,0.5283208335737188
47.py,9,9,9,0,3,64.54261957082299,6,10,16,9,18,27,16,108.0,5.4,583.2,0.036,32.400000000000006
152.py,8,8,8,0,3,71.55988337877561,2,4,6,2,4,6,6,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052
111.py,15,12,12,0,5,65.59629429341688,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
73.py,6,6,6,0,3,70.40800406143812,4,9,13,5,10,15,13,55.506595772116384,2.2222222222222223,123.34799060470309,0.01850219859070546,6.852666144705727
85.py,6,6,6,0,3,72.43195764141169,3,6,9,3,6,9,9,28.529325012980813,1.5,42.793987519471216,0.009509775004326938,2.377443751081734
92.py,8,8,8,0,7,65.23521306973774,4,12,16,8,18,26,16,104.0,3.0,312.0,0.034666666666666665,17.333333333333332
159.py,8,8,8,0,2,69.33559663383471,3,4,7,4,8,12,7,33.68825906469125,3.0,101.06477719407376,0.011229419688230418,5.614709844115208
